District,Temperature,Humidity,Pressure,WindSpeed,Precipitation,CloudCover,DayOfYear,MonsoonPhase,Weather
Idukki,24.84,87.97,1001.24,10.09,16.6,44.21,351,Post-Monsoon,Rainy
Kannur,26.8,85.81,1011.93,13.78,1.66,76.13,285,NorthEast Monsoon,Rainy
Wayanad,32.31,83.97,1010.48,9.45,0.7,22.59,179,SouthWest Monsoon,Cloudy
Kozhikode,30.17,80.7,997.02,11.75,17.23,28.51,133,Pre-Monsoon,Rainy
Palakkad,30.05,84.48,1011.09,10.97,5.41,99.6,82,Post-Monsoon,Cloudy
Kollam,29.01,70.84,1010.0,7.61,1.21,65.5,211,SouthWest Monsoon,Cloudy
Thiruvananthapuram,33.21,92.21,1010.39,8.63,7.07,31.74,122,Pre-Monsoon,Cloudy
Kozhikode,27.12,82.71,1012.64,13.51,2.98,84.66,104,Pre-Monsoon,Cloudy
Kannur,29.49,73.59,1002.51,6.51,4.54,74.97,157,SouthWest Monsoon,Cloudy
Kottayam,29.33,79.61,1013.67,11.18,10.12,40.75,124,Pre-Monsoon,Rainy
Kozhikode,27.95,88.41,1006.14,8.44,1.23,66.56,17,Post-Monsoon,Rainy
Idukki,35.41,94.44,1007.9,10.07,2.82,72.29,331,Post-Monsoon,Rainy
Pathanamthitta,25.34,86.23,1009.68,10.86,0.2,47.92,177,SouthWest Monsoon,Cloudy
Thrissur,23.46,87.35,1016.44,5.33,6.53,47.57,180,SouthWest Monsoon,Cloudy
Ernakulam,29.32,79.14,1009.38,15.91,0.6,20.1,256,SouthWest Monsoon,Cloudy
Kollam,27.19,97.51,1005.49,11.78,7.53,49.55,215,SouthWest Monsoon,Cloudy
Wayanad,22.04,80.69,1016.41,9.65,3.95,33.85,225,SouthWest Monsoon,Cloudy
Ernakulam,30.13,82.68,1004.62,8.04,1.95,49.21,141,Pre-Monsoon,Cloudy
Thiruvananthapuram,29.73,82.83,1007.44,15.67,0.75,73.6,271,NorthEast Monsoon,Cloudy
Palakkad,32.37,95.02,1016.64,20.84,1.5,82.68,201,SouthWest Monsoon,Rainy
Kannur,27.33,85.0,1012.89,6.32,3.59,76.97,274,NorthEast Monsoon,Cloudy
Ernakulam,23.42,88.89,1006.64,9.86,0.1,66.17,115,Pre-Monsoon,Rainy
Idukki,26.19,77.91,1004.87,10.62,0.95,46.89,122,Pre-Monsoon,Cloudy
Kannur,23.23,85.71,1013.08,9.64,4.77,51.0,354,Post-Monsoon,Cloudy
Kollam,33.49,78.09,1003.26,12.14,4.47,78.02,35,Post-Monsoon,Cloudy
Pathanamthitta,32.02,77.58,1016.67,7.61,2.96,61.33,61,Post-Monsoon,Cloudy
Thiruvananthapuram,32.85,87.41,1011.2,11.79,0.03,29.29,333,Post-Monsoon,Cloudy
Malappuram,31.0,79.77,1006.09,7.39,3.73,45.13,269,SouthWest Monsoon,Cloudy
Kannur,24.8,77.04,1012.89,8.09,11.91,38.86,299,NorthEast Monsoon,Rainy
Kottayam,27.79,92.06,1020.53,7.05,2.49,63.47,364,Post-Monsoon,Cloudy
Palakkad,31.38,75.72,1013.34,10.79,0.08,47.65,241,SouthWest Monsoon,Cloudy
Kannur,23.9,97.46,1008.78,14.76,4.88,79.64,136,Pre-Monsoon,Rainy
Idukki,30.32,90.51,1012.85,6.39,5.09,59.69,72,Post-Monsoon,Cloudy
Kottayam,31.33,95.85,1019.46,8.24,3.78,58.03,210,SouthWest Monsoon,Cloudy
Wayanad,35.79,76.53,1016.12,6.63,3.22,73.02,144,Pre-Monsoon,Cloudy
Pathanamthitta,31.87,87.61,1009.66,21.15,9.67,71.7,309,NorthEast Monsoon,Rainy
Kottayam,30.43,83.79,1010.33,12.72,7.17,74.78,58,Post-Monsoon,Cloudy
Thrissur,29.09,89.5,1012.68,4.64,5.91,59.23,284,NorthEast Monsoon,Cloudy
Wayanad,30.63,77.62,1009.94,12.24,3.18,60.79,146,Pre-Monsoon,Cloudy
Kollam,30.83,90.8,1006.78,17.53,2.29,48.64,151,SouthWest Monsoon,Cloudy
Kottayam,22.79,87.02,1015.44,5.2,2.93,50.11,209,SouthWest Monsoon,Cloudy
Idukki,29.64,80.76,1012.5,13.26,11.27,61.96,275,NorthEast Monsoon,Rainy
Malappuram,21.07,69.93,1015.53,8.01,10.17,89.15,222,SouthWest Monsoon,Rainy
Thrissur,22.24,90.08,1004.06,7.64,1.59,39.92,239,SouthWest Monsoon,Cloudy
Thrissur,29.13,80.98,1009.33,9.84,4.01,33.45,19,Post-Monsoon,Cloudy
Kottayam,30.44,75.53,1007.96,13.04,10.1,33.56,47,Post-Monsoon,Rainy
Palakkad,25.02,78.36,1007.42,6.07,4.71,59.3,54,Post-Monsoon,Cloudy
Alappuzha,32.28,87.12,1008.75,13.86,0.18,56.05,143,Pre-Monsoon,Cloudy
Wayanad,33.56,80.82,1005.34,12.88,5.46,34.05,76,Post-Monsoon,Cloudy
Palakkad,31.42,83.25,1017.16,11.58,0.1,33.94,172,SouthWest Monsoon,Cloudy
Kozhikode,28.92,84.25,1007.51,13.28,7.51,67.17,97,Pre-Monsoon,Cloudy
Ernakulam,29.92,74.13,1008.01,10.61,2.34,49.39,176,SouthWest Monsoon,Cloudy
Idukki,29.34,86.71,1010.3,16.21,1.02,95.62,247,SouthWest Monsoon,Rainy
Alappuzha,29.64,87.12,1015.57,4.26,4.57,61.58,152,SouthWest Monsoon,Cloudy
Kollam,25.93,98.96,1000.55,7.09,2.96,48.16,186,SouthWest Monsoon,Cloudy
Thrissur,27.88,87.33,1012.75,8.17,1.75,57.76,251,SouthWest Monsoon,Cloudy
Idukki,29.18,84.78,1005.5,9.2,3.91,51.22,124,Pre-Monsoon,Cloudy
Wayanad,30.01,68.86,1004.3,5.14,1.67,44.84,222,SouthWest Monsoon,Cloudy
Pathanamthitta,30.77,87.38,1006.55,9.36,0.15,21.38,229,SouthWest Monsoon,Cloudy
Ernakulam,26.0,96.82,1006.13,11.39,5.55,66.62,309,NorthEast Monsoon,Rainy
Malappuram,28.48,77.73,1012.0,9.53,0.11,74.42,307,NorthEast Monsoon,Cloudy
Ernakulam,28.19,70.14,998.31,6.46,3.93,100.0,146,Pre-Monsoon,Cloudy
Idukki,34.88,76.36,1005.29,8.55,5.98,45.96,273,NorthEast Monsoon,Cloudy
Kollam,29.75,88.06,1015.39,8.21,0.56,65.27,178,SouthWest Monsoon,Rainy
Thrissur,31.02,78.88,1016.16,10.97,0.83,56.57,115,Pre-Monsoon,Cloudy
Thiruvananthapuram,31.99,76.0,1007.29,12.81,17.16,72.4,171,SouthWest Monsoon,Rainy
Kannur,31.56,84.34,1004.5,3.85,3.18,66.36,143,Pre-Monsoon,Cloudy
Thiruvananthapuram,22.9,83.8,1006.67,10.45,8.71,84.06,30,Post-Monsoon,Cloudy
Idukki,28.47,93.15,1011.28,5.66,14.75,37.27,146,Pre-Monsoon,Rainy
Kottayam,31.03,78.6,1013.25,10.42,7.69,44.76,58,Post-Monsoon,Cloudy
Palakkad,29.39,82.87,1010.26,19.04,14.91,60.99,271,NorthEast Monsoon,Rainy
Kannur,24.0,65.31,1012.03,6.99,10.91,67.93,228,SouthWest Monsoon,Rainy
Wayanad,25.87,77.73,1012.31,7.63,5.11,83.61,77,Post-Monsoon,Cloudy
Ernakulam,26.34,84.34,1010.2,11.09,3.59,44.79,32,Post-Monsoon,Cloudy
Kollam,29.98,79.92,1011.62,13.91,8.38,17.79,231,SouthWest Monsoon,Cloudy
Kannur,29.7,64.18,1022.14,12.92,9.97,84.71,324,NorthEast Monsoon,Cloudy
Wayanad,33.57,86.95,1006.95,15.79,13.57,53.71,354,Post-Monsoon,Rainy
Ernakulam,29.04,86.2,1003.19,5.47,1.23,47.9,266,SouthWest Monsoon,Cloudy
Pathanamthitta,29.61,74.7,1019.44,8.31,6.3,56.42,119,Pre-Monsoon,Cloudy
Thiruvananthapuram,24.99,87.63,1019.11,8.97,19.2,68.93,115,Pre-Monsoon,Rainy
Kozhikode,28.53,71.76,1019.46,11.69,3.85,64.07,91,Pre-Monsoon,Cloudy
Thrissur,35.82,76.18,1007.78,6.69,10.74,52.51,226,SouthWest Monsoon,Rainy
Kasaragod,30.03,93.17,1013.77,14.12,3.89,47.29,271,NorthEast Monsoon,Cloudy
Wayanad,27.32,92.4,1012.76,10.11,4.77,79.32,32,Post-Monsoon,Rainy
Pathanamthitta,30.25,87.47,1000.75,10.01,2.59,50.91,276,NorthEast Monsoon,Cloudy
Kozhikode,32.13,77.09,1007.67,6.2,1.37,66.12,53,Post-Monsoon,Cloudy
Thrissur,30.49,85.6,1006.63,14.01,7.41,86.15,165,SouthWest Monsoon,Rainy
Ernakulam,31.49,86.03,1007.6,11.24,2.2,86.69,136,Pre-Monsoon,Rainy
Wayanad,31.88,68.07,1014.18,4.77,9.33,37.71,186,SouthWest Monsoon,Cloudy
Kollam,29.47,73.56,1006.07,10.89,9.89,65.61,34,Post-Monsoon,Cloudy
Kannur,29.99,90.67,1008.71,10.94,2.37,25.83,333,Post-Monsoon,Cloudy
Kasaragod,27.21,61.34,1013.53,14.02,0.78,61.84,124,Pre-Monsoon,Cloudy
Kasaragod,27.17,82.66,1005.01,10.25,2.67,78.84,243,SouthWest Monsoon,Cloudy
Thiruvananthapuram,28.76,81.61,1004.82,12.09,0.95,53.16,131,Pre-Monsoon,Cloudy
Ernakulam,25.03,75.64,1006.96,8.77,6.06,44.02,326,NorthEast Monsoon,Cloudy
Kannur,30.11,82.06,1010.23,5.69,2.46,43.65,82,Post-Monsoon,Cloudy
Thiruvananthapuram,26.61,81.96,1013.92,8.23,7.02,28.63,38,Post-Monsoon,Cloudy
Idukki,29.54,83.14,1010.7,14.27,3.31,52.14,97,Pre-Monsoon,Cloudy
Kannur,30.55,80.9,997.42,14.4,0.51,57.05,132,Pre-Monsoon,Cloudy
Kozhikode,25.05,86.47,1009.07,5.64,1.1,100.0,22,Post-Monsoon,Rainy
Malappuram,30.23,87.9,1010.29,3.73,12.18,71.79,148,Pre-Monsoon,Rainy
Kozhikode,22.8,75.14,1007.23,7.48,2.25,69.82,17,Post-Monsoon,Cloudy
Malappuram,30.77,89.96,1009.41,4.5,3.37,12.52,183,SouthWest Monsoon,Cloudy
Thrissur,30.81,80.59,1004.44,22.53,1.59,79.98,22,Post-Monsoon,Cloudy
Ernakulam,31.01,65.57,1004.53,12.2,2.73,67.75,32,Post-Monsoon,Cloudy
Alappuzha,30.03,78.39,1005.63,13.62,2.29,100.0,247,SouthWest Monsoon,Cloudy
Thiruvananthapuram,27.45,81.56,1008.22,13.9,0.73,39.62,329,NorthEast Monsoon,Cloudy
Thiruvananthapuram,27.55,70.37,1006.31,7.59,9.65,20.61,60,Post-Monsoon,Cloudy
Alappuzha,27.15,81.03,1014.39,3.25,9.23,68.25,114,Pre-Monsoon,Cloudy
Kottayam,32.09,79.38,1012.76,14.13,4.51,80.06,244,SouthWest Monsoon,Cloudy
Wayanad,34.07,84.68,1014.68,8.06,14.87,87.32,295,NorthEast Monsoon,Rainy
Ernakulam,29.25,78.51,1010.31,14.64,4.9,77.63,136,Pre-Monsoon,Cloudy
Kasaragod,26.04,80.95,1006.78,2.4,1.79,60.13,226,SouthWest Monsoon,Cloudy
Alappuzha,28.17,89.74,1008.95,7.63,0.13,63.96,21,Post-Monsoon,Cloudy
Malappuram,31.94,84.42,1009.38,9.22,2.59,48.27,213,SouthWest Monsoon,Cloudy
Kasaragod,30.66,84.29,1013.19,11.3,2.53,100.0,313,NorthEast Monsoon,Cloudy
Wayanad,29.1,79.3,1008.2,8.2,6.44,86.08,111,Pre-Monsoon,Cloudy
Thiruvananthapuram,28.21,74.1,1008.91,10.69,2.0,38.11,122,Pre-Monsoon,Sunny
Kozhikode,23.93,86.48,1007.67,8.53,2.21,74.7,168,SouthWest Monsoon,Rainy
Malappuram,28.36,73.79,1013.12,17.91,2.88,94.43,287,NorthEast Monsoon,Cloudy
Ernakulam,27.84,94.64,1021.13,12.43,3.55,58.15,162,SouthWest Monsoon,Cloudy
Kollam,27.74,73.51,1014.3,17.55,10.61,61.47,2,Post-Monsoon,Rainy
Kannur,29.84,80.16,1009.32,11.79,1.35,33.39,364,Post-Monsoon,Cloudy
Kozhikode,34.25,89.93,1012.92,12.59,6.12,48.66,284,NorthEast Monsoon,Cloudy
Kollam,29.06,81.4,1000.38,5.99,22.65,51.97,210,SouthWest Monsoon,Rainy
Thrissur,30.79,85.12,1010.07,12.37,8.06,67.16,110,Pre-Monsoon,Rainy
Wayanad,28.82,83.21,1008.91,9.27,2.85,74.84,119,Pre-Monsoon,Cloudy
Malappuram,28.82,70.17,1009.93,18.52,0.64,57.32,289,NorthEast Monsoon,Cloudy
Malappuram,32.42,74.23,1014.13,9.02,2.91,61.89,311,NorthEast Monsoon,Cloudy
Malappuram,30.12,79.91,1005.22,15.98,3.29,73.23,288,NorthEast Monsoon,Cloudy
Kottayam,31.34,81.2,1016.46,0.0,1.52,58.67,127,Pre-Monsoon,Cloudy
Malappuram,32.72,87.82,1013.63,9.72,1.81,60.63,151,SouthWest Monsoon,Cloudy
Kollam,30.09,82.62,1013.92,10.18,3.11,69.23,222,SouthWest Monsoon,Cloudy
Kottayam,29.73,80.87,1010.05,10.92,2.21,69.76,38,Post-Monsoon,Cloudy
Thrissur,31.21,78.86,1008.84,10.12,2.46,93.34,284,NorthEast Monsoon,Cloudy
Idukki,27.05,88.53,1009.55,16.61,1.29,19.26,102,Pre-Monsoon,Cloudy
Pathanamthitta,27.1,76.64,1008.85,12.95,1.69,66.04,154,SouthWest Monsoon,Cloudy
Thrissur,26.72,72.85,1010.12,10.26,0.55,13.02,226,SouthWest Monsoon,Sunny
Kasaragod,27.53,80.65,1011.82,12.87,4.75,61.34,250,SouthWest Monsoon,Cloudy
Palakkad,25.44,88.71,1016.39,7.27,1.25,51.46,356,Post-Monsoon,Cloudy
Kottayam,24.03,77.26,1007.05,8.77,0.24,19.02,164,SouthWest Monsoon,Cloudy
Kannur,26.53,83.72,1010.8,9.44,3.29,79.14,207,SouthWest Monsoon,Cloudy
Kollam,21.94,74.52,1003.81,12.07,12.81,69.13,145,Pre-Monsoon,Rainy
Kollam,29.85,75.99,1011.66,0.3,10.66,84.68,205,SouthWest Monsoon,Rainy
Ernakulam,29.3,93.53,1001.69,11.55,9.43,16.4,314,NorthEast Monsoon,Cloudy
Thiruvananthapuram,31.22,65.42,1005.53,7.7,1.54,49.2,254,SouthWest Monsoon,Cloudy
Malappuram,26.2,76.05,1008.34,13.5,2.16,77.42,255,SouthWest Monsoon,Cloudy
Wayanad,30.5,68.09,1002.06,13.67,6.79,47.14,265,SouthWest Monsoon,Cloudy
Kollam,26.57,75.66,1006.15,9.9,0.77,35.88,270,SouthWest Monsoon,Cloudy
Malappuram,31.32,88.5,1013.78,1.89,5.65,66.23,296,NorthEast Monsoon,Rainy
Alappuzha,23.53,94.02,998.86,9.04,0.92,69.95,128,Pre-Monsoon,Rainy
Thiruvananthapuram,28.29,71.99,1010.81,4.97,0.27,34.54,284,NorthEast Monsoon,Sunny
Alappuzha,27.8,87.74,1014.16,9.73,0.61,66.67,143,Pre-Monsoon,Rainy
Kannur,31.39,71.4,1019.57,10.63,5.53,43.86,209,SouthWest Monsoon,Cloudy
Wayanad,31.35,76.74,1005.21,9.53,3.9,94.34,282,NorthEast Monsoon,Cloudy
Kozhikode,32.66,84.11,1010.08,8.87,2.37,36.74,75,Post-Monsoon,Cloudy
Kannur,22.96,67.8,1016.58,9.96,6.39,32.8,29,Post-Monsoon,Cloudy
Malappuram,33.49,76.52,1005.67,8.91,9.16,79.26,167,SouthWest Monsoon,Cloudy
Kottayam,26.22,81.32,1011.57,15.44,0.06,49.59,173,SouthWest Monsoon,Cloudy
Palakkad,34.12,65.37,1015.69,13.44,12.53,92.51,136,Pre-Monsoon,Rainy
Thiruvananthapuram,35.67,75.37,1016.03,7.39,8.68,100.0,5,Post-Monsoon,Cloudy
Wayanad,32.57,77.86,1009.65,3.83,3.65,77.0,118,Pre-Monsoon,Cloudy
Kottayam,26.43,76.13,1009.2,16.02,1.21,57.91,281,NorthEast Monsoon,Cloudy
Kollam,25.27,77.75,1007.99,11.7,14.98,57.07,9,Post-Monsoon,Rainy
Palakkad,26.88,84.57,1009.79,6.5,5.42,47.98,46,Post-Monsoon,Cloudy
Idukki,30.71,83.63,1018.79,3.29,0.13,63.03,51,Post-Monsoon,Cloudy
Kollam,25.81,92.13,1011.9,9.21,2.88,93.21,328,NorthEast Monsoon,Rainy
Kasaragod,23.42,79.95,1000.38,10.06,5.85,64.86,241,SouthWest Monsoon,Cloudy
Pathanamthitta,32.24,69.84,1008.55,11.49,7.16,85.88,174,SouthWest Monsoon,Cloudy
Kasaragod,27.2,65.05,1021.07,14.16,8.48,56.86,82,Post-Monsoon,Cloudy
Thrissur,31.74,92.66,1011.62,9.07,11.12,84.27,75,Post-Monsoon,Rainy
Thiruvananthapuram,31.31,81.5,1007.85,7.36,8.43,74.52,84,Post-Monsoon,Cloudy
Wayanad,29.59,84.4,999.72,13.02,3.03,70.49,155,SouthWest Monsoon,Cloudy
Pathanamthitta,31.52,88.53,1016.64,8.47,7.64,100.0,293,NorthEast Monsoon,Rainy
Kannur,33.44,83.62,1023.05,11.97,2.61,78.88,336,Post-Monsoon,Cloudy
Malappuram,31.29,91.65,1014.7,8.45,1.37,52.61,114,Pre-Monsoon,Cloudy
Thiruvananthapuram,31.37,87.95,1009.99,11.44,1.61,48.39,133,Pre-Monsoon,Cloudy
Kozhikode,30.16,89.9,1006.59,6.82,10.64,69.97,177,SouthWest Monsoon,Rainy
Kozhikode,27.7,75.43,1009.72,12.22,4.89,48.62,50,Post-Monsoon,Cloudy
Thrissur,29.92,88.16,1008.56,13.05,1.87,46.39,319,NorthEast Monsoon,Cloudy
Thiruvananthapuram,29.63,85.41,1014.26,12.8,2.68,87.9,265,SouthWest Monsoon,Rainy
Kannur,30.47,74.28,1013.5,9.83,1.4,60.89,78,Post-Monsoon,Cloudy
Kottayam,30.0,94.71,1011.5,10.61,3.99,42.53,279,NorthEast Monsoon,Cloudy
Alappuzha,27.63,81.18,1012.07,9.48,0.3,20.15,59,Post-Monsoon,Cloudy
Ernakulam,32.42,67.91,1005.71,8.8,13.68,100.0,87,Post-Monsoon,Rainy
Kasaragod,27.42,87.75,1018.36,3.71,2.25,50.87,214,SouthWest Monsoon,Cloudy
Kottayam,30.18,85.98,1005.33,2.74,3.4,54.01,152,SouthWest Monsoon,Cloudy
Thrissur,30.55,79.77,1006.98,8.71,10.92,51.74,202,SouthWest Monsoon,Rainy
Wayanad,25.85,86.6,1014.11,6.64,7.5,53.33,38,Post-Monsoon,Cloudy
Kasaragod,33.69,75.32,1008.28,4.26,3.72,62.9,365,Post-Monsoon,Cloudy
Kozhikode,28.88,85.76,1010.3,9.75,5.98,90.2,181,SouthWest Monsoon,Rainy
Thiruvananthapuram,26.02,88.02,1009.42,17.48,0.4,61.88,334,Post-Monsoon,Cloudy
Kottayam,29.0,84.77,1013.03,5.58,5.96,44.2,22,Post-Monsoon,Cloudy
Alappuzha,26.08,82.14,1004.77,16.54,1.52,34.22,360,Post-Monsoon,Cloudy
Pathanamthitta,27.26,80.77,1013.25,7.42,7.48,33.05,329,NorthEast Monsoon,Cloudy
Kottayam,27.2,93.41,1003.59,12.63,3.3,42.52,58,Post-Monsoon,Cloudy
Malappuram,28.59,77.62,1020.7,5.12,0.9,89.04,103,Pre-Monsoon,Cloudy
Pathanamthitta,33.09,82.8,1006.48,15.35,5.42,74.74,113,Pre-Monsoon,Cloudy
Thrissur,29.32,81.2,1009.28,9.09,1.36,78.79,8,Post-Monsoon,Cloudy
Kannur,29.49,84.72,1003.93,14.9,26.43,95.64,354,Post-Monsoon,Rainy
Pathanamthitta,27.57,92.07,1006.19,10.19,7.17,41.08,166,SouthWest Monsoon,Cloudy
Thiruvananthapuram,29.85,91.74,1000.39,7.1,3.16,50.69,282,NorthEast Monsoon,Cloudy
Palakkad,28.9,87.31,1006.15,3.6,0.78,46.94,291,NorthEast Monsoon,Cloudy
Palakkad,28.75,84.01,1007.8,13.82,11.61,50.37,296,NorthEast Monsoon,Rainy
Idukki,31.12,85.26,1016.14,10.51,3.57,57.04,61,Post-Monsoon,Cloudy
Malappuram,26.18,93.35,1016.06,9.15,3.86,56.95,360,Post-Monsoon,Cloudy
Thiruvananthapuram,32.8,73.27,1012.61,4.21,3.7,92.56,32,Post-Monsoon,Cloudy
Thrissur,20.91,79.6,1002.04,10.82,2.7,58.2,26,Post-Monsoon,Cloudy
Kollam,28.72,76.51,1010.22,10.79,4.13,35.05,122,Pre-Monsoon,Cloudy
Palakkad,33.08,87.38,1012.76,4.64,6.51,57.32,49,Post-Monsoon,Cloudy
Kasaragod,32.62,80.13,1004.32,14.45,3.39,52.28,46,Post-Monsoon,Cloudy
Thrissur,29.48,69.27,1004.48,5.57,4.18,61.76,44,Post-Monsoon,Cloudy
Pathanamthitta,26.57,77.04,1009.78,8.34,2.52,60.97,167,SouthWest Monsoon,Cloudy
Kannur,28.6,83.26,1016.41,1.48,3.62,76.08,201,SouthWest Monsoon,Cloudy
Kottayam,36.77,85.75,1013.79,9.75,0.56,45.01,83,Post-Monsoon,Cloudy
Palakkad,31.13,80.69,1003.14,7.2,3.12,66.02,311,NorthEast Monsoon,Cloudy
Kannur,23.9,74.45,1012.06,14.31,4.0,51.17,351,Post-Monsoon,Cloudy
Thiruvananthapuram,29.25,93.44,1013.3,6.81,30.55,97.43,63,Post-Monsoon,Rainy
Palakkad,27.2,86.1,1008.76,8.24,7.78,50.29,258,SouthWest Monsoon,Cloudy
Alappuzha,25.19,85.54,1006.75,15.82,2.5,82.02,242,SouthWest Monsoon,Rainy
Alappuzha,30.45,84.22,1008.33,11.61,8.62,64.82,120,Pre-Monsoon,Cloudy
Alappuzha,26.09,73.06,1016.39,8.29,8.33,32.01,234,SouthWest Monsoon,Cloudy
Malappuram,33.64,82.95,1009.56,4.38,2.32,44.43,250,SouthWest Monsoon,Cloudy
Wayanad,33.02,63.63,1014.45,10.19,19.56,71.39,362,Post-Monsoon,Rainy
Palakkad,26.81,85.27,1009.38,7.32,3.04,55.75,175,SouthWest Monsoon,Cloudy
Kasaragod,26.62,55.55,1013.42,8.89,14.46,54.98,44,Post-Monsoon,Rainy
Idukki,31.02,75.86,1021.92,9.87,2.25,55.37,71,Post-Monsoon,Cloudy
Kozhikode,32.05,82.31,1000.78,17.74,12.41,13.73,321,NorthEast Monsoon,Rainy
Thrissur,28.25,84.08,1007.78,6.94,0.08,30.18,34,Post-Monsoon,Cloudy
Wayanad,31.94,71.86,1013.35,10.46,2.32,79.11,146,Pre-Monsoon,Cloudy
Kasaragod,33.99,76.58,1003.1,5.71,3.93,37.06,87,Post-Monsoon,Cloudy
Alappuzha,29.99,71.75,1013.66,14.15,16.43,59.03,225,SouthWest Monsoon,Rainy
Pathanamthitta,25.91,91.26,1015.81,8.96,1.54,69.75,116,Pre-Monsoon,Rainy
Kasaragod,31.36,76.35,1001.76,5.3,3.71,62.6,254,SouthWest Monsoon,Cloudy
Thiruvananthapuram,29.43,81.48,1016.24,8.55,4.02,83.61,147,Pre-Monsoon,Cloudy
Malappuram,28.04,83.7,1005.54,13.99,2.08,20.35,332,Post-Monsoon,Cloudy
Ernakulam,31.26,87.35,1018.13,4.43,0.61,70.97,349,Post-Monsoon,Rainy
Alappuzha,32.62,86.05,1010.52,13.91,8.0,69.01,95,Pre-Monsoon,Rainy
Kasaragod,29.56,86.68,1013.01,6.68,5.48,76.86,318,NorthEast Monsoon,Rainy
Thrissur,22.16,72.63,1004.06,10.67,1.0,59.0,25,Post-Monsoon,Cloudy
Kasaragod,29.36,85.31,1004.66,15.13,1.63,36.55,176,SouthWest Monsoon,Cloudy
Pathanamthitta,29.68,70.94,1003.22,11.03,1.07,88.9,256,SouthWest Monsoon,Cloudy
Thiruvananthapuram,36.76,85.19,1008.71,10.66,1.44,75.86,178,SouthWest Monsoon,Rainy
Kottayam,29.39,92.08,1008.91,9.29,2.29,68.71,124,Pre-Monsoon,Rainy
Kasaragod,28.49,73.23,1016.97,4.59,2.82,83.73,266,SouthWest Monsoon,Cloudy
Kollam,31.07,70.59,1007.19,10.93,12.25,80.57,38,Post-Monsoon,Rainy
Pathanamthitta,28.1,95.29,1008.08,11.3,2.63,76.62,157,SouthWest Monsoon,Rainy
Kasaragod,26.94,77.31,1011.62,9.02,3.46,56.77,309,NorthEast Monsoon,Cloudy
Idukki,24.22,86.62,1014.07,2.77,22.54,69.72,260,SouthWest Monsoon,Rainy
Pathanamthitta,27.21,69.06,1008.45,9.19,0.29,50.95,236,SouthWest Monsoon,Cloudy
Pathanamthitta,23.28,89.32,1015.94,7.63,1.45,30.07,360,Post-Monsoon,Cloudy
Wayanad,29.85,90.54,1007.64,4.12,11.46,79.77,42,Post-Monsoon,Rainy
Idukki,29.65,94.66,1006.22,9.46,0.69,95.73,7,Post-Monsoon,Rainy
Kottayam,31.09,96.26,1013.13,6.18,3.95,38.31,114,Pre-Monsoon,Cloudy
Malappuram,25.91,74.63,999.14,9.78,4.2,18.29,291,NorthEast Monsoon,Cloudy
Palakkad,24.68,91.91,1012.72,8.74,10.82,35.89,25,Post-Monsoon,Rainy
Thiruvananthapuram,35.17,86.04,1012.19,7.5,13.76,70.6,16,Post-Monsoon,Rainy
Kannur,28.76,81.57,1012.39,5.0,3.71,63.76,307,NorthEast Monsoon,Cloudy
Pathanamthitta,31.1,83.95,1010.56,15.83,4.78,73.73,15,Post-Monsoon,Cloudy
Pathanamthitta,29.4,98.51,1016.86,14.01,2.6,57.76,361,Post-Monsoon,Cloudy
Kozhikode,31.23,74.72,1013.08,6.51,0.62,92.45,72,Post-Monsoon,Cloudy
Idukki,29.68,83.44,1014.05,10.42,13.53,58.18,169,SouthWest Monsoon,Rainy
Thrissur,26.59,91.26,1017.73,11.5,1.06,76.24,19,Post-Monsoon,Rainy
Pathanamthitta,30.63,84.53,1010.7,11.86,3.27,54.86,56,Post-Monsoon,Cloudy
Pathanamthitta,29.91,71.49,1016.42,11.37,4.04,32.02,65,Post-Monsoon,Cloudy
Idukki,23.95,82.77,1007.17,10.83,2.07,62.85,336,Post-Monsoon,Cloudy
Thrissur,29.88,68.19,1014.9,13.7,7.05,28.03,237,SouthWest Monsoon,Cloudy
Idukki,27.84,78.78,1011.67,2.57,6.05,51.85,295,NorthEast Monsoon,Cloudy
Kannur,27.0,72.1,1008.77,8.86,1.25,46.22,231,SouthWest Monsoon,Cloudy
Wayanad,31.93,76.95,1014.34,15.82,3.04,42.11,22,Post-Monsoon,Cloudy
Kasaragod,28.78,90.08,1004.95,5.32,10.88,56.15,247,SouthWest Monsoon,Rainy
Malappuram,28.88,77.83,1005.13,10.41,4.34,67.78,283,NorthEast Monsoon,Cloudy
Pathanamthitta,29.27,81.52,1008.2,4.15,1.33,50.94,140,Pre-Monsoon,Cloudy
Alappuzha,28.9,95.01,1009.3,10.07,1.48,46.48,330,NorthEast Monsoon,Cloudy
Thiruvananthapuram,28.71,84.33,1009.83,3.86,3.35,64.21,325,NorthEast Monsoon,Cloudy
Kannur,33.37,81.54,1015.28,7.55,9.16,47.08,68,Post-Monsoon,Cloudy
Thrissur,26.95,79.58,1008.24,7.63,1.27,34.44,133,Pre-Monsoon,Cloudy
Alappuzha,23.79,84.93,1016.09,13.08,0.92,60.82,249,SouthWest Monsoon,Cloudy
Idukki,29.13,92.6,1012.25,7.65,2.11,96.57,315,NorthEast Monsoon,Rainy
Kozhikode,26.18,74.35,1009.58,10.48,0.31,41.66,198,SouthWest Monsoon,Cloudy
Pathanamthitta,25.71,85.0,1005.24,8.72,11.21,91.98,138,Pre-Monsoon,Rainy
